#                                                                                
# Lorentzian broadening with gamma= 0.050000  [eV]
# Im(epsilon) shifted by   1.0000   [eV]
# No intraband contributions added
#
# Energy [eV]  ref_ind_xx    extinct_xx
#
  16.721400  0.424669E+00  0.113453E+01
  16.748610  0.423793E+00  0.112527E+01
  16.775830  0.423301E+00  0.111612E+01
  16.803040  0.423150E+00  0.110709E+01
  16.830250  0.423353E+00  0.109815E+01
  16.857460  0.424002E+00  0.108928E+01
  16.884670  0.425221E+00  0.108058E+01
  16.911880  0.427071E+00  0.107227E+01
  16.939090  0.429419E+00  0.106459E+01
  16.966300  0.432054E+00  0.105764E+01
  16.993520  0.434762E+00  0.105141E+01
  17.020730  0.437490E+00  0.104577E+01
  17.047940  0.440299E+00  0.104089E+01
  17.075150  0.442812E+00  0.103700E+01
  17.102360  0.444535E+00  0.103389E+01
  17.129570  0.445199E+00  0.103105E+01
  17.156780  0.444974E+00  0.102792E+01
  17.184000  0.444289E+00  0.102425E+01
  17.211210  0.443488E+00  0.102011E+01
  17.238420  0.442738E+00  0.101561E+01
  17.265630  0.442174E+00  0.101086E+01
  17.292840  0.441835E+00  0.100603E+01
  17.320050  0.441719E+00  0.100119E+01
  17.347260  0.441856E+00  0.996400E+00
  17.374480  0.442380E+00  0.991781E+00
  17.401690  0.443375E+00  0.987783E+00
  17.428900  0.444239E+00  0.985021E+00
  17.456110  0.443877E+00  0.983128E+00
  17.483320  0.442074E+00  0.981027E+00
  17.510530  0.439388E+00  0.978026E+00
  17.537740  0.436460E+00  0.974044E+00
  17.564960  0.433655E+00  0.969253E+00
  17.592170  0.431212E+00  0.963864E+00
  17.619380  0.429193E+00  0.958128E+00
  17.646590  0.427581E+00  0.952159E+00
  17.673800  0.426427E+00  0.946074E+00
  17.701010  0.425702E+00  0.940049E+00
  17.728220  0.425296E+00  0.934184E+00
  17.755440  0.425113E+00  0.928504E+00
  17.782650  0.425096E+00  0.923010E+00
  17.809860  0.425228E+00  0.917710E+00
  17.837070  0.425481E+00  0.912666E+00
  17.864280  0.425756E+00  0.907946E+00
  17.891490  0.425896E+00  0.903545E+00
  17.918700  0.425769E+00  0.899366E+00
  17.945920  0.425324E+00  0.895254E+00
  17.973130  0.424596E+00  0.891101E+00
  18.000340  0.423616E+00  0.886866E+00
  18.027550  0.422343E+00  0.882508E+00
  18.054760  0.420690E+00  0.877875E+00
  18.081970  0.418746E+00  0.872628E+00
  18.109180  0.416939E+00  0.866603E+00
  18.136390  0.415649E+00  0.860019E+00
  18.163610  0.414965E+00  0.853214E+00
  18.190820  0.414775E+00  0.846415E+00
  18.218030  0.414943E+00  0.839664E+00
  18.245240  0.415451E+00  0.832937E+00
  18.272450  0.416358E+00  0.826298E+00
  18.299660  0.417596E+00  0.819940E+00
  18.326870  0.418916E+00  0.813860E+00
  18.354090  0.420263E+00  0.807901E+00
  18.381300  0.421640E+00  0.802002E+00
  18.408510  0.423060E+00  0.796065E+00
  18.435720  0.424620E+00  0.790033E+00
  18.462930  0.426398E+00  0.783904E+00
  18.490140  0.428505E+00  0.777660E+00
  18.517350  0.431129E+00  0.771395E+00
  18.544570  0.434389E+00  0.765405E+00
  18.571780  0.438052E+00  0.760093E+00
  18.598990  0.441565E+00  0.755439E+00
  18.626200  0.444736E+00  0.750964E+00
  18.653410  0.447780E+00  0.746407E+00
  18.680620  0.450873E+00  0.741676E+00
  18.707830  0.454241E+00  0.736766E+00
  18.735050  0.458039E+00  0.731772E+00
  18.762260  0.462401E+00  0.726803E+00
  18.789470  0.467455E+00  0.722051E+00
  18.816680  0.473216E+00  0.717774E+00
  18.843890  0.479605E+00  0.714218E+00
  18.871100  0.486427E+00  0.711592E+00
  18.898310  0.493439E+00  0.709973E+00
  18.925530  0.500446E+00  0.709360E+00
  18.952740  0.507248E+00  0.709725E+00
  18.979950  0.513683E+00  0.710936E+00
  19.007160  0.519747E+00  0.712812E+00
  19.034370  0.525567E+00  0.715323E+00
  19.061580  0.531228E+00  0.718596E+00
  19.088790  0.536744E+00  0.722867E+00
  19.116010  0.541991E+00  0.728566E+00
  19.143220  0.546277E+00  0.736303E+00
  19.170430  0.547938E+00  0.745803E+00
  19.197640  0.546457E+00  0.754956E+00
  19.224850  0.543310E+00  0.762789E+00
  19.252060  0.539319E+00  0.769852E+00
  19.279270  0.534385E+00  0.776513E+00
  19.306480  0.528344E+00  0.782937E+00
  19.333700  0.520439E+00  0.788855E+00
  19.360910  0.510975E+00  0.792854E+00
  19.388120  0.501405E+00  0.794994E+00
  19.415330  0.492036E+00  0.796187E+00
  19.442540  0.482480E+00  0.797082E+00
  19.469750  0.471680E+00  0.797690E+00
  19.496960  0.458998E+00  0.796623E+00
  19.524180  0.445407E+00  0.792451E+00
  19.551390  0.432644E+00  0.784833E+00
  19.578600  0.422239E+00  0.774822E+00
  19.605810  0.414348E+00  0.763937E+00
  19.633020  0.408451E+00  0.752987E+00
  19.660230  0.404059E+00  0.742343E+00
  19.687440  0.400684E+00  0.732140E+00
  19.714660  0.398002E+00  0.722237E+00
  19.741870  0.395926E+00  0.712514E+00
  19.769080  0.394445E+00  0.702925E+00
  19.796290  0.393520E+00  0.693516E+00
  19.823500  0.393007E+00  0.684259E+00
  19.850710  0.392891E+00  0.674931E+00
  19.877920  0.393457E+00  0.665468E+00
  19.905140  0.394877E+00  0.656106E+00
  19.932350  0.397112E+00  0.647080E+00
  19.959560  0.400067E+00  0.638555E+00
  19.986770  0.403556E+00  0.630648E+00
  20.013980  0.407413E+00  0.623284E+00
  20.041190  0.411697E+00  0.616404E+00
  20.068400  0.416461E+00  0.610177E+00
  20.095620  0.421528E+00  0.604819E+00
  20.122830  0.426544E+00  0.600373E+00
  20.150040  0.431226E+00  0.596560E+00
  20.177250  0.435673E+00  0.593011E+00
  20.204460  0.440189E+00  0.589734E+00
  20.231670  0.444799E+00  0.586918E+00
  20.258880  0.449481E+00  0.584611E+00
  20.286100  0.454277E+00  0.583016E+00
  20.313310  0.458880E+00  0.582458E+00
  20.340520  0.462677E+00  0.582838E+00
  20.367730  0.465384E+00  0.583520E+00
  20.394940  0.467425E+00  0.583971E+00
  20.422150  0.469322E+00  0.584463E+00
  20.449360  0.470847E+00  0.585451E+00
  20.476570  0.471494E+00  0.586846E+00
  20.503790  0.471045E+00  0.588169E+00
  20.531000  0.469652E+00  0.588936E+00
  20.558210  0.467793E+00  0.588881E+00
  20.585420  0.465815E+00  0.588249E+00
  20.612630  0.463733E+00  0.587077E+00
  20.639840  0.461794E+00  0.585491E+00
  20.667050  0.459916E+00  0.583760E+00
  20.694270  0.457951E+00  0.581839E+00
  20.721480  0.455989E+00  0.579658E+00
  20.748690  0.454167E+00  0.577383E+00
  20.775900  0.452299E+00  0.575367E+00
  20.803110  0.449780E+00  0.573558E+00
  20.830320  0.446369E+00  0.571342E+00
  20.857530  0.442262E+00  0.568242E+00
  20.884750  0.437740E+00  0.563905E+00
  20.911960  0.433254E+00  0.557896E+00
  20.939170  0.429958E+00  0.550069E+00
  20.966380  0.428813E+00  0.541669E+00
  20.993590  0.429188E+00  0.533953E+00
  21.020800  0.430201E+00  0.526995E+00
  21.048010  0.431560E+00  0.520505E+00
  21.075230  0.433259E+00  0.514378E+00
  21.102440  0.435238E+00  0.508661E+00
  21.129650  0.437361E+00  0.503345E+00
  21.156860  0.439529E+00  0.498346E+00
  21.184070  0.441713E+00  0.493576E+00
  21.211280  0.443918E+00  0.488967E+00
  21.238490  0.446180E+00  0.484466E+00
  21.265710  0.448563E+00  0.480079E+00
  21.292920  0.451078E+00  0.475871E+00
  21.320130  0.453681E+00  0.471877E+00
  21.347340  0.456323E+00  0.468087E+00
  21.374550  0.458998E+00  0.464479E+00
  21.401760  0.461708E+00  0.461067E+00
  21.428970  0.464416E+00  0.457883E+00
  21.456190  0.467037E+00  0.454915E+00
  21.483400  0.469529E+00  0.452063E+00
  21.510610  0.471959E+00  0.449257E+00
  21.537820  0.474380E+00  0.446523E+00
  21.565030  0.476785E+00  0.443863E+00
  21.592240  0.479251E+00  0.441251E+00
  21.619450  0.481883E+00  0.438833E+00
  21.646660  0.484587E+00  0.436825E+00
  21.673880  0.487140E+00  0.435377E+00
  21.701090  0.489135E+00  0.434497E+00
  21.728300  0.490167E+00  0.433875E+00
  21.755510  0.489965E+00  0.432877E+00
  21.782720  0.488926E+00  0.430502E+00
  21.809930  0.488347E+00  0.426567E+00
  21.837140  0.488902E+00  0.422013E+00
  21.864360  0.490280E+00  0.417567E+00
  21.891570  0.492043E+00  0.413296E+00
  21.918780  0.494134E+00  0.409027E+00
  21.945990  0.496699E+00  0.404812E+00
  21.973200  0.499740E+00  0.400863E+00
  22.000410  0.503110E+00  0.397345E+00
  22.027620  0.506596E+00  0.394301E+00
  22.054840  0.510038E+00  0.391634E+00
  22.082050  0.513417E+00  0.389250E+00
  22.109260  0.516713E+00  0.387160E+00
  22.136470  0.519835E+00  0.385362E+00
  22.163680  0.522596E+00  0.383861E+00
  22.190890  0.524671E+00  0.382273E+00
  22.218100  0.526427E+00  0.379969E+00
  22.245320  0.528480E+00  0.377010E+00
  22.272530  0.531135E+00  0.373649E+00
  22.299740  0.534625E+00  0.370257E+00
  22.326950  0.538901E+00  0.367322E+00
  22.354160  0.543679E+00  0.365221E+00
  22.381370  0.548448E+00  0.364226E+00
  22.408580  0.552418E+00  0.364179E+00
  22.435800  0.555087E+00  0.364141E+00
  22.463010  0.557125E+00  0.363126E+00
  22.490220  0.559408E+00  0.361328E+00
  22.517430  0.562071E+00  0.359030E+00
  22.544640  0.565405E+00  0.356172E+00
  22.571850  0.569969E+00  0.353168E+00
  22.599060  0.575843E+00  0.350775E+00
  22.626280  0.582657E+00  0.349685E+00
  22.653490  0.589669E+00  0.350220E+00
  22.680700  0.596182E+00  0.352227E+00
  22.707910  0.601717E+00  0.355269E+00
  22.735120  0.606143E+00  0.358744E+00
  22.762330  0.609729E+00  0.362188E+00
  22.789540  0.612860E+00  0.365531E+00
  22.816750  0.615708E+00  0.368934E+00
  22.843970  0.618235E+00  0.372549E+00
  22.871180  0.620252E+00  0.376361E+00
  22.898390  0.621743E+00  0.380128E+00
  22.925600  0.622880E+00  0.383742E+00
  22.952810  0.623926E+00  0.387204E+00
  22.980020  0.625034E+00  0.390845E+00
  23.007230  0.626019E+00  0.394905E+00
  23.034450  0.626753E+00  0.399463E+00
  23.061660  0.627031E+00  0.404772E+00
  23.088870  0.626215E+00  0.410849E+00
  23.116080  0.623919E+00  0.416966E+00
  23.143290  0.620758E+00  0.422745E+00
  23.170500  0.616732E+00  0.428937E+00
  23.197710  0.610465E+00  0.435523E+00
  23.224930  0.601143E+00  0.440583E+00
  23.252140  0.590314E+00  0.442096E+00
  23.279350  0.580484E+00  0.440424E+00
  23.306560  0.572380E+00  0.437325E+00
  23.333770  0.565478E+00  0.433814E+00
  23.360980  0.559144E+00  0.430157E+00
  23.388190  0.552908E+00  0.426132E+00
  23.415410  0.546817E+00  0.421293E+00
  23.442620  0.541195E+00  0.415553E+00
  23.469830  0.536347E+00  0.408946E+00
  23.497040  0.532476E+00  0.401796E+00
  23.524250  0.529562E+00  0.394214E+00
  23.551460  0.527860E+00  0.386420E+00
  23.578670  0.527300E+00  0.378891E+00
  23.605890  0.527595E+00  0.371859E+00
  23.633100  0.528475E+00  0.365428E+00
  23.660310  0.529682E+00  0.359562E+00
  23.687520  0.531069E+00  0.354161E+00
  23.714730  0.532561E+00  0.349131E+00
  23.741940  0.534128E+00  0.344409E+00
  23.769150  0.535725E+00  0.339979E+00
  23.796370  0.537245E+00  0.335778E+00
  23.823580  0.538659E+00  0.331616E+00
  23.850790  0.540145E+00  0.327376E+00
  23.878000  0.541838E+00  0.323170E+00
  23.905210  0.543684E+00  0.319101E+00
  23.932420  0.545634E+00  0.315142E+00
  23.959630  0.547730E+00  0.311279E+00
  23.986840  0.550009E+00  0.307610E+00
  24.014060  0.552337E+00  0.304244E+00
  24.041270  0.554553E+00  0.301089E+00
  24.068480  0.556673E+00  0.298022E+00
  24.095690  0.558715E+00  0.295062E+00
  24.122900  0.560508E+00  0.292164E+00
  24.150110  0.562050E+00  0.288955E+00
  24.177320  0.563780E+00  0.285289E+00
  24.204540  0.565962E+00  0.281463E+00
  24.231750  0.568547E+00  0.277721E+00
  24.258960  0.571449E+00  0.274173E+00
  24.286170  0.574584E+00  0.270885E+00
  24.313380  0.577886E+00  0.267905E+00
  24.340590  0.581241E+00  0.265327E+00
  24.367800  0.584372E+00  0.263123E+00
  24.395020  0.587171E+00  0.260958E+00
  24.422230  0.589882E+00  0.258680E+00
  24.449440  0.592563E+00  0.256470E+00
  24.476650  0.594942E+00  0.254227E+00
  24.503860  0.597179E+00  0.251498E+00
  24.531070  0.599821E+00  0.248320E+00
  24.558280  0.603032E+00  0.245164E+00
  24.585500  0.606516E+00  0.242326E+00
  24.612710  0.609924E+00  0.239626E+00
  24.639920  0.613409E+00  0.236690E+00
  24.667130  0.617346E+00  0.233608E+00
  24.694340  0.621778E+00  0.230660E+00
  24.721550  0.626631E+00  0.227951E+00
  24.748760  0.631889E+00  0.225564E+00
  24.775980  0.637531E+00  0.223608E+00
  24.803190  0.643478E+00  0.222221E+00
  24.830400  0.649590E+00  0.221501E+00
  24.857610  0.655721E+00  0.221559E+00
  24.884820  0.661447E+00  0.222442E+00
  24.912030  0.666473E+00  0.223635E+00
  24.939240  0.671138E+00  0.224753E+00
  24.966460  0.675733E+00  0.225854E+00
  24.993670  0.680530E+00  0.227072E+00
  25.020880  0.685513E+00  0.229011E+00
  25.048090  0.689945E+00  0.231853E+00
  25.075300  0.693361E+00  0.235041E+00
  25.102510  0.695890E+00  0.238003E+00
  25.129720  0.697881E+00  0.240490E+00
  25.156930  0.699622E+00  0.242475E+00
  25.184150  0.701340E+00  0.243987E+00
  25.211360  0.703256E+00  0.245128E+00
  25.238570  0.705515E+00  0.246134E+00
  25.265780  0.708066E+00  0.247242E+00
  25.292990  0.710792E+00  0.248557E+00
  25.320200  0.713602E+00  0.250126E+00
  25.347410  0.716414E+00  0.251972E+00
  25.374630  0.719146E+00  0.254098E+00
  25.401840  0.721723E+00  0.256461E+00
  25.429050  0.724126E+00  0.258985E+00
  25.456260  0.726427E+00  0.261638E+00
  25.483470  0.728668E+00  0.264507E+00
  25.510680  0.730794E+00  0.267662E+00
  25.537890  0.732804E+00  0.271159E+00
  25.565110  0.734623E+00  0.275239E+00
  25.592320  0.735796E+00  0.280081E+00
  25.619530  0.735754E+00  0.285422E+00
  25.646740  0.734146E+00  0.290564E+00
  25.673950  0.731278E+00  0.294726E+00
  25.701160  0.727629E+00  0.297504E+00
  25.728370  0.724011E+00  0.298550E+00
  25.755590  0.721394E+00  0.298401E+00
  25.782800  0.719897E+00  0.297968E+00
  25.810010  0.719164E+00  0.297728E+00
  25.837220  0.718959E+00  0.297818E+00
  25.864430  0.719181E+00  0.298539E+00
  25.891640  0.719227E+00  0.300425E+00
  25.918850  0.717631E+00  0.303226E+00
  25.946070  0.713566E+00  0.304665E+00
  25.973280  0.709567E+00  0.302594E+00
  26.000490  0.708522E+00  0.298880E+00
  26.027700  0.709973E+00  0.296173E+00
  26.054910  0.712295E+00  0.295147E+00
  26.082120  0.714744E+00  0.295343E+00
  26.109330  0.717245E+00  0.296793E+00
  26.136550  0.719144E+00  0.299734E+00
  26.163760  0.719659E+00  0.303756E+00
  26.190970  0.718325E+00  0.308144E+00
  26.218180  0.715061E+00  0.311787E+00
  26.245390  0.710939E+00  0.313823E+00
  26.272600  0.706835E+00  0.315001E+00
  26.299810  0.701951E+00  0.315693E+00
  26.327020  0.695984E+00  0.314489E+00
  26.354240  0.690902E+00  0.310427E+00
  26.381450  0.688415E+00  0.305158E+00
  26.408660  0.688006E+00  0.300527E+00
  26.435870  0.688374E+00  0.297013E+00
  26.463080  0.688827E+00  0.294056E+00
  26.490290  0.689495E+00  0.291276E+00
  26.517500  0.690496E+00  0.288735E+00
  26.544720  0.691760E+00  0.286531E+00
  26.571930  0.693156E+00  0.284669E+00
  26.599140  0.694600E+00  0.283088E+00
  26.626350  0.696058E+00  0.281710E+00
  26.653560  0.697550E+00  0.280457E+00
  26.680770  0.699168E+00  0.279295E+00
  26.707980  0.701016E+00  0.278315E+00
  26.735200  0.703107E+00  0.277693E+00
  26.762410  0.705295E+00  0.277652E+00
  26.789620  0.707215E+00  0.278266E+00
  26.816830  0.708527E+00  0.279263E+00
  26.844040  0.709228E+00  0.280235E+00
  26.871250  0.709535E+00  0.280986E+00
  26.898460  0.709592E+00  0.281495E+00
  26.925680  0.709468E+00  0.281716E+00
  26.952890  0.709305E+00  0.281578E+00
  26.980100  0.709280E+00  0.281141E+00
  27.007310  0.709469E+00  0.280508E+00
  27.034520  0.709930E+00  0.279777E+00
  27.061730  0.710669E+00  0.279073E+00
  27.088940  0.711626E+00  0.278492E+00
  27.116160  0.712724E+00  0.278052E+00
  27.143370  0.713961E+00  0.277736E+00
  27.170580  0.715348E+00  0.277601E+00
  27.197790  0.716838E+00  0.277706E+00
  27.225000  0.718367E+00  0.278069E+00
  27.252210  0.719891E+00  0.278674E+00
  27.279420  0.721409E+00  0.279515E+00
  27.306640  0.722928E+00  0.280633E+00
  27.333850  0.724413E+00  0.282101E+00
  27.361060  0.725762E+00  0.283997E+00
  27.388270  0.726851E+00  0.286344E+00
  27.415480  0.727474E+00  0.289172E+00
  27.442690  0.727358E+00  0.292274E+00
  27.469900  0.726501E+00  0.295288E+00
  27.497110  0.725130E+00  0.298002E+00
  27.524330  0.723599E+00  0.300465E+00
  27.551540  0.721957E+00  0.303208E+00
  27.578750  0.719542E+00  0.306499E+00
  27.605960  0.715665E+00  0.309917E+00
  27.633170  0.709996E+00  0.312665E+00
  27.660380  0.702592E+00  0.313758E+00
  27.687590  0.693910E+00  0.312018E+00
  27.714810  0.685787E+00  0.305926E+00
  27.742020  0.681704E+00  0.296740E+00
  27.769230  0.681860E+00  0.288107E+00
  27.796440  0.684228E+00  0.281287E+00
  27.823650  0.687722E+00  0.276060E+00
  27.850860  0.691895E+00  0.272210E+00
  27.878070  0.696531E+00  0.269567E+00
  27.905290  0.701625E+00  0.268137E+00
  27.932500  0.707051E+00  0.268222E+00
  27.959710  0.712388E+00  0.270102E+00
  27.986920  0.717130E+00  0.273950E+00
  28.014130  0.720432E+00  0.280126E+00
  28.041340  0.720235E+00  0.288210E+00
  28.068550  0.715341E+00  0.295072E+00
  28.095770  0.708099E+00  0.297967E+00
  28.122980  0.701453E+00  0.297188E+00
  28.150190  0.696634E+00  0.294435E+00
  28.177400  0.693407E+00  0.290867E+00
  28.204610  0.691681E+00  0.286625E+00
  28.231820  0.692125E+00  0.282217E+00
  28.259030  0.694919E+00  0.279239E+00
  28.286250  0.698441E+00  0.279309E+00
  28.313460  0.700200E+00  0.281645E+00
  28.340670  0.700124E+00  0.284215E+00
  28.367880  0.698961E+00  0.286796E+00
  28.395090  0.696492E+00  0.289248E+00
  28.422300  0.692763E+00  0.290989E+00
  28.449510  0.688072E+00  0.291576E+00
  28.476730  0.682865E+00  0.290570E+00
  28.503940  0.678049E+00  0.287759E+00
  28.531150  0.674480E+00  0.283826E+00
  28.558360  0.672095E+00  0.279657E+00
  28.585570  0.670460E+00  0.275542E+00
  28.612780  0.669441E+00  0.271460E+00
  28.639990  0.668965E+00  0.267582E+00
  28.667200  0.668765E+00  0.263938E+00
  28.694420  0.668757E+00  0.260334E+00
  28.721630  0.669073E+00  0.256700E+00
  28.748840  0.669793E+00  0.253151E+00
  28.776050  0.670878E+00  0.249788E+00
  28.803260  0.672263E+00  0.246684E+00
  28.830470  0.673843E+00  0.243849E+00
  28.857680  0.675572E+00  0.241223E+00
  28.884900  0.677506E+00  0.238770E+00
  28.912110  0.679681E+00  0.236562E+00
  28.939320  0.682143E+00  0.234638E+00
  28.966530  0.684957E+00  0.233252E+00
  28.993740  0.687867E+00  0.232725E+00
  29.020950  0.690376E+00  0.233164E+00
  29.048160  0.691887E+00  0.234274E+00
  29.075380  0.692205E+00  0.235302E+00
  29.102590  0.691722E+00  0.235713E+00
  29.129800  0.690796E+00  0.235423E+00
  29.157010  0.689591E+00  0.234182E+00
  29.184220  0.688841E+00  0.231733E+00
  29.211430  0.689395E+00  0.228730E+00
  29.238640  0.691152E+00  0.226276E+00
  29.265860  0.693341E+00  0.224882E+00
  29.293070  0.695183E+00  0.224483E+00
  29.320280  0.696101E+00  0.224541E+00
  29.347490  0.696050E+00  0.224250E+00
  29.374700  0.695546E+00  0.223045E+00
  29.401910  0.695241E+00  0.220796E+00
  29.429120  0.695886E+00  0.217792E+00
  29.456340  0.697663E+00  0.214945E+00
  29.483550  0.700032E+00  0.212710E+00
  29.510760  0.702583E+00  0.211039E+00
  29.537970  0.705132E+00  0.209763E+00
  29.565180  0.707649E+00  0.208732E+00
  29.592390  0.710203E+00  0.207862E+00
  29.619600  0.712894E+00  0.207196E+00
  29.646820  0.715735E+00  0.206907E+00
  29.674030  0.718513E+00  0.207171E+00
  29.701240  0.720868E+00  0.207917E+00
  29.728450  0.722602E+00  0.208742E+00
  29.755660  0.723974E+00  0.209274E+00
  29.782870  0.725291E+00  0.209579E+00
  29.810080  0.726581E+00  0.209778E+00
  29.837290  0.727785E+00  0.209877E+00
  29.864510  0.728905E+00  0.209701E+00
  29.891720  0.730240E+00  0.209132E+00
  29.918930  0.732062E+00  0.208413E+00
  29.946140  0.734345E+00  0.207822E+00
  29.973350  0.736997E+00  0.207477E+00
  30.000560  0.739968E+00  0.207484E+00
  30.027770  0.743152E+00  0.207951E+00
  30.054990  0.746426E+00  0.208939E+00
  30.082200  0.749619E+00  0.210493E+00
  30.109410  0.752530E+00  0.212530E+00
  30.136620  0.755089E+00  0.214895E+00
  30.163830  0.757210E+00  0.217501E+00
  30.191040  0.758795E+00  0.220018E+00
  30.218250  0.760293E+00  0.222051E+00
  30.245470  0.762324E+00  0.223977E+00
  30.272680  0.764822E+00  0.226453E+00
  30.299890  0.767320E+00  0.229853E+00
  30.327100  0.769132E+00  0.234095E+00
  30.354310  0.769960E+00  0.238545E+00
  30.381520  0.770071E+00  0.242744E+00
  30.408730  0.769769E+00  0.246684E+00
  30.435950  0.768889E+00  0.250357E+00
  30.463160  0.767529E+00  0.252952E+00
  30.490370  0.767115E+00  0.254253E+00
  30.517580  0.768465E+00  0.255551E+00
  30.544790  0.771203E+00  0.258056E+00
  30.572000  0.774454E+00  0.262295E+00
  30.599210  0.777628E+00  0.268133E+00
  30.626430  0.780636E+00  0.275591E+00
  30.653640  0.783418E+00  0.285085E+00
  30.680850  0.785515E+00  0.297720E+00
  30.708060  0.784848E+00  0.314682E+00
  30.735270  0.777937E+00  0.335489E+00
  30.762480  0.760713E+00  0.356459E+00
  30.789690  0.733825E+00  0.369261E+00
  30.816910  0.705531E+00  0.370540E+00
  30.844120  0.680753E+00  0.364096E+00
  30.871330  0.660229E+00  0.352856E+00
  30.898540  0.644297E+00  0.338592E+00
  30.925750  0.632815E+00  0.323082E+00
  30.952960  0.624992E+00  0.307337E+00
  30.980170  0.620448E+00  0.291833E+00
  31.007380  0.618802E+00  0.277288E+00
  31.034600  0.619311E+00  0.264080E+00
  31.061810  0.621566E+00  0.252193E+00
  31.089020  0.625416E+00  0.241924E+00
  31.116230  0.630231E+00  0.233738E+00
  31.143440  0.635077E+00  0.227527E+00
  31.170650  0.639407E+00  0.222684E+00
  31.197860  0.643134E+00  0.218599E+00
  31.225080  0.646479E+00  0.214853E+00
  31.252290  0.649730E+00  0.211384E+00
  31.279500  0.652947E+00  0.208293E+00
  31.306710  0.656043E+00  0.205543E+00
  31.333920  0.659075E+00  0.202970E+00
  31.361130  0.662269E+00  0.200590E+00
  31.388340  0.665684E+00  0.198642E+00
  31.415560  0.669159E+00  0.197272E+00
  31.442770  0.672554E+00  0.196463E+00
  31.469980  0.675846E+00  0.196231E+00
  31.497190  0.678894E+00  0.196743E+00
  31.524400  0.681279E+00  0.197989E+00
  31.551610  0.682759E+00  0.199566E+00
  31.578820  0.683393E+00  0.201247E+00
  31.606040  0.682999E+00  0.202804E+00
  31.633250  0.681717E+00  0.203615E+00
  31.660460  0.680123E+00  0.203504E+00
  31.687670  0.678579E+00  0.202525E+00
  31.714880  0.677532E+00  0.200899E+00
  31.742090  0.677011E+00  0.199235E+00
  31.769300  0.676489E+00  0.197666E+00
  31.796520  0.675794E+00  0.195655E+00
  31.823730  0.675650E+00  0.192877E+00
  31.850940  0.676592E+00  0.190133E+00
  31.878150  0.678134E+00  0.188007E+00
  31.905360  0.679870E+00  0.186489E+00
  31.932570  0.681614E+00  0.185489E+00
  31.959780  0.683255E+00  0.184954E+00
  31.987000  0.684669E+00  0.184831E+00
  32.014210  0.685775E+00  0.185010E+00
  32.041420  0.686566E+00  0.185453E+00
  32.068630  0.686895E+00  0.186193E+00
  32.095840  0.686469E+00  0.187047E+00
  32.123050  0.685207E+00  0.187496E+00
  32.150260  0.683553E+00  0.187102E+00
  32.177470  0.682041E+00  0.186012E+00
  32.204690  0.680746E+00  0.184492E+00
  32.231900  0.679739E+00  0.182587E+00
  32.259110  0.679157E+00  0.180469E+00
  32.286320  0.678961E+00  0.178372E+00
  32.313530  0.679008E+00  0.176385E+00
  32.340740  0.679244E+00  0.174535E+00
  32.367950  0.679549E+00  0.172936E+00
  32.395170  0.679654E+00  0.171490E+00
  32.422380  0.679593E+00  0.169898E+00
  32.449590  0.679517E+00  0.168153E+00
  32.476800  0.679455E+00  0.166173E+00
  32.504010  0.679651E+00  0.163943E+00
  32.531220  0.680240E+00  0.161743E+00
  32.558430  0.681012E+00  0.159812E+00
  32.585650  0.681729E+00  0.158091E+00
  32.612860  0.682255E+00  0.156450E+00
  32.640070  0.682547E+00  0.154616E+00
  32.667280  0.682850E+00  0.152346E+00
  32.694490  0.683543E+00  0.149668E+00
  32.721700  0.684874E+00  0.146932E+00
  32.748910  0.686684E+00  0.144523E+00
  32.776130  0.688688E+00  0.142475E+00
  32.803340  0.690789E+00  0.140725E+00
  32.830550  0.692917E+00  0.139247E+00
  32.857760  0.695025E+00  0.137968E+00
  32.884970  0.697151E+00  0.136857E+00
  32.912180  0.699277E+00  0.135973E+00
  32.939390  0.701275E+00  0.135301E+00
  32.966610  0.703113E+00  0.134673E+00
  32.993820  0.704934E+00  0.134010E+00
  33.021030  0.706820E+00  0.133398E+00
  33.048240  0.708749E+00  0.132880E+00
  33.075450  0.710736E+00  0.132462E+00
  33.102660  0.712814E+00  0.132208E+00
  33.129870  0.714929E+00  0.132232E+00
  33.157090  0.716920E+00  0.132572E+00
  33.184300  0.718614E+00  0.133096E+00
  33.211510  0.720075E+00  0.133543E+00
  33.238720  0.721574E+00  0.133901E+00
  33.265930  0.723215E+00  0.134415E+00
  33.293140  0.724779E+00  0.135298E+00
  33.320350  0.725992E+00  0.136380E+00
  33.347560  0.726937E+00  0.137414E+00
  33.374780  0.727768E+00  0.138406E+00
  33.401990  0.728506E+00  0.139394E+00
  33.429200  0.729231E+00  0.140367E+00
  33.456410  0.730075E+00  0.141476E+00
  33.483620  0.730990E+00  0.143087E+00
  33.510830  0.731363E+00  0.145464E+00
  33.538040  0.730619E+00  0.148020E+00
  33.565260  0.728954E+00  0.150117E+00
  33.592470  0.726745E+00  0.151537E+00
  33.619680  0.724266E+00  0.152296E+00
  33.646890  0.721651E+00  0.152419E+00
  33.674100  0.719069E+00  0.151939E+00
  33.701310  0.716560E+00  0.150969E+00
  33.728520  0.714137E+00  0.149431E+00
  33.755740  0.712014E+00  0.147298E+00
  33.782950  0.710338E+00  0.144672E+00
  33.810160  0.709335E+00  0.141673E+00
  33.837370  0.709091E+00  0.138722E+00
  33.864580  0.709305E+00  0.136092E+00
  33.891790  0.709725E+00  0.133750E+00
