1.23E-07	1.52
1.23E-07	1.50
1.24E-07	1.57
1.24E-07	1.56
1.24E-07	1.55
1.25E-07	1.61
1.25E-07	1.59
1.25E-07	1.58
1.26E-07	1.64
1.26E-07	1.63
1.26E-07	1.62
1.27E-07	1.66
1.27E-07	1.65
1.27E-07	1.64
1.28E-07	1.68
1.28E-07	1.67
1.29E-07	1.72
1.29E-07	1.71
1.29E-07	1.69
1.30E-07	1.80
1.30E-07	1.77
1.30E-07	1.74
1.31E-07	1.89
1.31E-07	1.86
1.31E-07	1.83
1.32E-07	1.95
1.32E-07	1.92
1.33E-07	2.04
1.33E-07	2.01
1.33E-07	1.98
1.34E-07	2.09
1.34E-07	2.06
1.35E-07	2.13
1.35E-07	2.12
1.35E-07	2.11
1.36E-07	2.12
1.36E-07	2.13
1.37E-07	2.11
1.37E-07	2.11
1.37E-07	2.12
1.38E-07	2.12
1.38E-07	2.12
1.39E-07	2.14
1.39E-07	2.13
1.40E-07	2.17
1.40E-07	2.16
1.40E-07	2.15
1.41E-07	2.20
1.41E-07	2.19
1.42E-07	2.23
1.42E-07	2.21
1.43E-07	2.27
1.43E-07	2.25
1.44E-07	2.34
1.44E-07	2.31
1.44E-07	2.29
1.45E-07	2.38
1.45E-07	2.36
1.46E-07	2.44
1.46E-07	2.41
1.47E-07	2.51
1.47E-07	2.47
1.48E-07	2.58
1.48E-07	2.54
1.49E-07	2.64
1.49E-07	2.61
1.50E-07	2.67
1.50E-07	2.66
1.51E-07	2.62
1.51E-07	2.65
1.52E-07	2.54
1.52E-07	2.58
1.53E-07	2.47
1.53E-07	2.50
1.54E-07	2.43
1.54E-07	2.45
1.55E-07	2.40
1.55E-07	2.41
1.56E-07	2.39
1.56E-07	2.40
1.57E-07	2.38
1.57E-07	2.39
1.58E-07	2.37
1.58E-07	2.38
1.59E-07	2.37
1.60E-07	2.36
1.60E-07	2.36
1.61E-07	2.34
1.61E-07	2.35
1.62E-07	2.32
1.62E-07	2.33
1.63E-07	2.30
1.64E-07	2.27
1.64E-07	2.29
1.65E-07	2.26
1.65E-07	2.26
1.66E-07	2.25
1.67E-07	2.24
1.67E-07	2.25
1.68E-07	2.23
1.68E-07	2.24
1.69E-07	2.23
1.70E-07	2.24
1.70E-07	2.23
1.71E-07	2.24
1.72E-07	2.25
1.72E-07	2.25
1.73E-07	2.25
1.74E-07	2.24
1.74E-07	2.25
1.75E-07	2.24
1.76E-07	2.22
1.76E-07	2.23
1.77E-07	2.22
1.78E-07	2.21
1.78E-07	2.21
1.79E-07	2.20
1.80E-07	2.19
1.80E-07	2.20
1.81E-07	2.19
1.82E-07	2.18
1.83E-07	2.17
1.83E-07	2.18
1.84E-07	2.17
1.85E-07	2.16
1.86E-07	2.15
1.86E-07	2.16
1.87E-07	2.15
1.88E-07	2.14
1.89E-07	2.14
1.89E-07	2.14
1.90E-07	2.13
1.91E-07	2.13
1.92E-07	2.13
1.93E-07	2.12
1.93E-07	2.12
1.94E-07	2.12
1.95E-07	2.11
1.96E-07	2.11
1.97E-07	2.11
1.98E-07	2.10
1.99E-07	2.10
1.99E-07	2.10
2.00E-07	2.10
2.01E-07	2.09
2.02E-07	2.09
2.03E-07	2.09
2.04E-07	2.09
2.05E-07	2.08
2.06E-07	2.08
2.07E-07	2.08
2.08E-07	2.08
2.09E-07	2.07
2.09E-07	2.07
2.10E-07	2.07
2.11E-07	2.07
2.12E-07	2.07
2.13E-07	2.06
2.14E-07	2.06
2.15E-07	2.06
2.16E-07	2.06
2.17E-07	2.06
2.19E-07	2.06
2.20E-07	2.06
2.21E-07	2.05
2.22E-07	2.05
2.23E-07	2.05
2.24E-07	2.05
2.25E-07	2.05
2.26E-07	2.05
2.27E-07	2.05
2.28E-07	2.05
2.30E-07	2.05
2.31E-07	2.04
2.32E-07	2.04
2.33E-07	2.04
2.34E-07	2.04
2.35E-07	2.04
2.37E-07	2.04
2.38E-07	2.04
2.39E-07	2.04
2.40E-07	2.04
2.42E-07	2.04
2.43E-07	2.04
2.44E-07	2.04
2.46E-07	2.04
2.47E-07	2.04
2.48E-07	2.04
2.50E-07	2.04
2.51E-07	2.04
2.52E-07	2.04
2.54E-07	2.04
2.55E-07	2.04
2.57E-07	2.04
2.58E-07	2.04
2.60E-07	2.04
2.61E-07	2.04
2.63E-07	2.04
2.64E-07	2.04
2.66E-07	2.04
2.67E-07	2.04
2.69E-07	2.05
2.70E-07	2.05
2.72E-07	2.05
2.74E-07	2.05
2.75E-07	2.05
2.77E-07	2.05
2.79E-07	2.05
2.80E-07	2.05
2.82E-07	2.05
2.84E-07	2.06
2.86E-07	2.06
2.87E-07	2.06
2.89E-07	2.06
2.91E-07	2.06
2.93E-07	2.06
2.95E-07	2.06
2.97E-07	2.07
2.99E-07	2.07
3.01E-07	2.07
3.03E-07	2.07
3.05E-07	2.07
3.07E-07	2.08
3.09E-07	2.08
3.11E-07	2.08
3.13E-07	2.08
3.15E-07	2.09
3.18E-07	2.09
3.20E-07	2.09
3.22E-07	2.09
3.24E-07	2.09
3.27E-07	2.10
3.29E-07	2.10
3.31E-07	2.10
3.34E-07	2.11
3.36E-07	2.11
3.39E-07	2.12
3.41E-07	2.12
3.44E-07	2.12
3.46E-07	2.13
3.49E-07	2.13
3.52E-07	2.13
3.55E-07	2.13
3.57E-07	2.14
3.60E-07	2.14
3.63E-07	2.15
3.66E-07	2.15
3.69E-07	2.16
3.72E-07	2.16
3.75E-07	2.16
3.78E-07	2.16
3.81E-07	2.16
3.85E-07	2.15
3.88E-07	2.14
3.91E-07	2.13
3.94E-07	2.11
3.98E-07	2.10
4.01E-07	2.09
4.05E-07	2.08
4.09E-07	2.07
4.12E-07	2.06
4.16E-07	2.06
4.20E-07	2.05
4.24E-07	2.04
4.28E-07	2.04
4.32E-07	2.03
4.36E-07	2.03
4.40E-07	2.02
4.45E-07	2.02
4.49E-07	2.01
4.53E-07	2.01
4.58E-07	2.00
4.63E-07	2.00
4.67E-07	1.99
4.72E-07	1.99
4.77E-07	1.99
4.82E-07	1.98
4.87E-07	1.98
4.93E-07	1.98
4.98E-07	1.97
5.03E-07	1.97
5.09E-07	1.97
5.15E-07	1.97
5.21E-07	1.96
5.27E-07	1.96
5.33E-07	1.96
5.39E-07	1.95
5.46E-07	1.95
5.52E-07	1.95
5.59E-07	1.95
5.66E-07	1.95
5.73E-07	1.94
5.80E-07	1.94
5.88E-07	1.94
5.96E-07	1.94
6.03E-07	1.93
6.12E-07	1.93
6.20E-07	1.93
6.28E-07	1.93
6.37E-07	1.93
6.46E-07	1.93
6.56E-07	1.92
6.65E-07	1.92
6.75E-07	1.92
6.85E-07	1.92
6.96E-07	1.92
7.06E-07	1.92
7.18E-07	1.91
7.29E-07	1.91
7.41E-07	1.91
7.53E-07	1.91
7.66E-07	1.91
7.79E-07	1.91
7.92E-07	1.91
8.06E-07	1.91
8.21E-07	1.90
8.36E-07	1.90
8.52E-07	1.90
8.68E-07	1.90
8.85E-07	1.90
9.02E-07	1.90
9.20E-07	1.90
9.39E-07	1.90
9.59E-07	1.90
9.80E-07	1.89
1.00E-06	1.89
1.02E-06	1.89
1.05E-06	1.89
1.07E-06	1.89
1.10E-06	1.89
1.13E-06	1.89
1.15E-06	1.89
1.18E-06	1.89
1.22E-06	1.89
1.25E-06	1.89
1.28E-06	1.88
1.32E-06	1.88
1.36E-06	1.88
1.40E-06	1.88
1.45E-06	1.88
1.49E-06	1.88
1.54E-06	1.88
1.60E-06	1.88
1.66E-06	1.88
1.72E-06	1.88
1.79E-06	1.88
1.86E-06	1.88
1.94E-06	1.88
2.03E-06	1.88
2.12E-06	1.88
2.22E-06	1.88
2.34E-06	1.88
2.46E-06	1.88
2.60E-06	1.88
2.76E-06	1.88
2.94E-06	1.88
3.14E-06	1.87
3.38E-06	1.87
3.65E-06	1.87
3.96E-06	1.87
4.34E-06	1.87
4.80E-06	1.87
5.36E-06	1.87
6.07E-06	1.87
7.01E-06	1.87
8.28E-06	1.87
1.01E-05	1.87
1.30E-05	1.87
1.82E-05	1.87
3.04E-05	1.87
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
