#                                                                                
# Lorentzian broadening with gamma= 0.050000  [eV]
# Im(epsilon) shifted by   1.0000   [eV]
# No intraband contributions added
#
# Energy [eV]  ref_ind_xx    extinct_xx
#
  16.830250  0.464372E+00  0.654270E+00
  16.857460  0.459380E+00  0.640807E+00
  16.884670  0.455654E+00  0.627424E+00
  16.911880  0.453044E+00  0.614288E+00
  16.939090  0.451220E+00  0.601342E+00
  16.966300  0.450197E+00  0.588245E+00
  16.993520  0.450390E+00  0.575055E+00
  17.020730  0.451823E+00  0.562249E+00
  17.047940  0.454225E+00  0.549998E+00
  17.075150  0.457436E+00  0.538361E+00
  17.102360  0.461276E+00  0.527325E+00
  17.129570  0.465719E+00  0.516801E+00
  17.156780  0.470836E+00  0.506853E+00
  17.184000  0.476603E+00  0.497663E+00
  17.211210  0.482854E+00  0.489415E+00
  17.238420  0.489348E+00  0.482236E+00
  17.265630  0.495681E+00  0.476165E+00
  17.292840  0.501401E+00  0.470840E+00
  17.320050  0.506582E+00  0.465661E+00
  17.347260  0.511628E+00  0.460449E+00
  17.374480  0.516781E+00  0.455322E+00
  17.401690  0.522079E+00  0.450416E+00
  17.428900  0.527538E+00  0.445800E+00
  17.456110  0.533148E+00  0.441558E+00
  17.483320  0.538874E+00  0.437739E+00
  17.510530  0.544721E+00  0.434390E+00
  17.537740  0.550705E+00  0.431651E+00
  17.564960  0.556701E+00  0.429769E+00
  17.592170  0.562340E+00  0.428906E+00
  17.619380  0.567162E+00  0.428962E+00
  17.646590  0.570780E+00  0.429537E+00
  17.673800  0.573206E+00  0.430050E+00
  17.701010  0.574711E+00  0.430164E+00
  17.728220  0.575746E+00  0.429749E+00
  17.755440  0.576620E+00  0.429287E+00
  17.782650  0.576757E+00  0.429300E+00
  17.809860  0.575189E+00  0.429438E+00
  17.837070  0.571227E+00  0.428594E+00
  17.864280  0.564955E+00  0.424722E+00
  17.891490  0.558692E+00  0.415677E+00
  17.918700  0.556675E+00  0.402362E+00
  17.945920  0.560012E+00  0.389176E+00
  17.973130  0.566276E+00  0.378312E+00
  18.000340  0.573707E+00  0.369615E+00
  18.027550  0.581524E+00  0.362570E+00
  18.054760  0.589398E+00  0.356705E+00
  18.081970  0.597315E+00  0.351673E+00
  18.109180  0.605330E+00  0.347413E+00
  18.136390  0.613343E+00  0.343899E+00
  18.163610  0.621292E+00  0.341003E+00
  18.190820  0.629219E+00  0.338647E+00
  18.218030  0.637152E+00  0.336854E+00
  18.245240  0.645067E+00  0.335635E+00
  18.272450  0.652965E+00  0.335013E+00
  18.299660  0.660814E+00  0.335064E+00
  18.326870  0.668549E+00  0.335846E+00
  18.354090  0.676107E+00  0.337485E+00
  18.381300  0.683226E+00  0.340204E+00
  18.408510  0.689290E+00  0.344017E+00
  18.435720  0.693692E+00  0.348266E+00
  18.462930  0.696644E+00  0.351914E+00
  18.490140  0.699103E+00  0.354670E+00
  18.517350  0.701498E+00  0.357072E+00
  18.544570  0.703637E+00  0.359378E+00
  18.571780  0.705442E+00  0.361510E+00
  18.598990  0.706937E+00  0.363496E+00
  18.626200  0.707979E+00  0.365312E+00
  18.653410  0.708480E+00  0.366694E+00
  18.680620  0.708633E+00  0.367293E+00
  18.707830  0.708911E+00  0.366973E+00
  18.735050  0.709751E+00  0.365972E+00
  18.762260  0.711321E+00  0.364687E+00
  18.789470  0.713537E+00  0.363456E+00
  18.816680  0.716222E+00  0.362411E+00
  18.843890  0.719338E+00  0.361537E+00
  18.871100  0.723007E+00  0.360974E+00
  18.898310  0.727167E+00  0.361079E+00
  18.925530  0.731486E+00  0.362076E+00
  18.952740  0.735601E+00  0.363987E+00
  18.979950  0.739172E+00  0.366694E+00
  19.007160  0.741958E+00  0.369911E+00
  19.034370  0.743893E+00  0.373336E+00
  19.061580  0.744957E+00  0.376651E+00
  19.088790  0.745453E+00  0.379449E+00
  19.116010  0.745861E+00  0.381871E+00
  19.143220  0.746231E+00  0.384239E+00
  19.170430  0.746342E+00  0.386742E+00
  19.197640  0.745863E+00  0.389189E+00
  19.224850  0.744909E+00  0.391075E+00
  19.252060  0.744062E+00  0.392348E+00
  19.279270  0.743563E+00  0.393471E+00
  19.306480  0.743211E+00  0.394791E+00
  19.333700  0.742671E+00  0.396371E+00
  19.360910  0.741760E+00  0.397993E+00
  19.388120  0.740519E+00  0.399508E+00
  19.415330  0.739057E+00  0.400840E+00
  19.442540  0.737464E+00  0.402203E+00
  19.469750  0.735307E+00  0.403802E+00
  19.496960  0.731943E+00  0.405081E+00
  19.524180  0.727737E+00  0.404821E+00
  19.551390  0.724075E+00  0.402906E+00
  19.578600  0.721568E+00  0.400231E+00
  19.605810  0.720067E+00  0.397484E+00
  19.633020  0.719291E+00  0.395015E+00
  19.660230  0.718870E+00  0.393006E+00
  19.687440  0.718470E+00  0.391368E+00
  19.714660  0.717939E+00  0.389930E+00
  19.741870  0.717204E+00  0.388504E+00
  19.769080  0.716348E+00  0.386873E+00
  19.796290  0.715596E+00  0.385001E+00
  19.823500  0.715056E+00  0.383034E+00
  19.850710  0.714677E+00  0.381090E+00
  19.877920  0.714414E+00  0.379167E+00
  19.905140  0.714277E+00  0.377338E+00
  19.932350  0.714131E+00  0.375680E+00
  19.959560  0.713821E+00  0.374110E+00
  19.986770  0.713279E+00  0.372454E+00
  20.013980  0.712598E+00  0.370498E+00
  20.041190  0.712031E+00  0.368182E+00
  20.068400  0.711761E+00  0.365655E+00
  20.095620  0.711827E+00  0.363106E+00
  20.122830  0.712155E+00  0.360710E+00
  20.150040  0.712590E+00  0.358547E+00
  20.177250  0.712997E+00  0.356608E+00
  20.204460  0.713247E+00  0.354887E+00
  20.231670  0.713125E+00  0.353289E+00
  20.258880  0.712481E+00  0.351487E+00
  20.286100  0.711522E+00  0.349065E+00
  20.313310  0.710677E+00  0.345934E+00
  20.340520  0.710299E+00  0.342270E+00
  20.367730  0.710511E+00  0.338460E+00
  20.394940  0.711094E+00  0.334790E+00
  20.422150  0.711736E+00  0.331258E+00
  20.449360  0.712242E+00  0.327606E+00
  20.476570  0.712726E+00  0.323483E+00
  20.503790  0.713500E+00  0.318763E+00
  20.531000  0.714885E+00  0.313419E+00
  20.558210  0.717331E+00  0.307669E+00
  20.585420  0.721035E+00  0.302100E+00
  20.612630  0.725677E+00  0.297271E+00
  20.639840  0.730682E+00  0.293288E+00
  20.667050  0.735649E+00  0.289833E+00
  20.694270  0.740522E+00  0.286339E+00
  20.721480  0.745983E+00  0.282264E+00
  20.748690  0.753154E+00  0.278107E+00
  20.775900  0.762182E+00  0.275341E+00
  20.803110  0.772007E+00  0.274868E+00
  20.830320  0.781381E+00  0.276606E+00
  20.857530  0.789735E+00  0.279626E+00
  20.884750  0.797416E+00  0.283381E+00
  20.911960  0.804702E+00  0.287954E+00
  20.939170  0.811535E+00  0.293495E+00
  20.966380  0.817934E+00  0.300108E+00
  20.993590  0.823667E+00  0.308264E+00
  21.020800  0.827925E+00  0.317999E+00
  21.048010  0.830354E+00  0.328933E+00
  21.075230  0.830546E+00  0.341206E+00
  21.102440  0.826939E+00  0.354605E+00
  21.129650  0.818141E+00  0.366505E+00
  21.156860  0.806100E+00  0.373869E+00
  21.184070  0.793899E+00  0.376620E+00
  21.211280  0.783253E+00  0.376353E+00
  21.238490  0.773882E+00  0.375084E+00
  21.265710  0.764148E+00  0.372497E+00
  21.292920  0.755005E+00  0.367083E+00
  21.320130  0.748001E+00  0.359631E+00
  21.347340  0.743311E+00  0.351222E+00
  21.374550  0.740879E+00  0.342602E+00
  21.401760  0.740283E+00  0.334422E+00
  21.428970  0.741124E+00  0.326735E+00
  21.456190  0.743553E+00  0.319783E+00
  21.483400  0.747333E+00  0.314418E+00
  21.510610  0.751267E+00  0.311300E+00
  21.537820  0.753670E+00  0.309638E+00
  21.565030  0.754529E+00  0.307356E+00
  21.592240  0.755582E+00  0.303857E+00
  21.619450  0.757603E+00  0.300185E+00
  21.646660  0.760212E+00  0.297048E+00
  21.673880  0.762853E+00  0.294555E+00
  21.701090  0.765096E+00  0.292385E+00
  21.728300  0.766915E+00  0.289929E+00
  21.755510  0.768919E+00  0.286776E+00
  21.782720  0.771725E+00  0.283319E+00
  21.809930  0.775260E+00  0.280011E+00
  21.837140  0.779529E+00  0.276895E+00
  21.864360  0.784748E+00  0.274314E+00
  21.891570  0.790768E+00  0.272865E+00
  21.918780  0.797011E+00  0.273038E+00
  21.945990  0.802500E+00  0.274859E+00
  21.973200  0.806455E+00  0.277521E+00
  22.000410  0.808966E+00  0.279980E+00
  22.027620  0.810665E+00  0.281669E+00
  22.054840  0.812242E+00  0.282529E+00
  22.082050  0.814179E+00  0.282849E+00
  22.109260  0.816739E+00  0.283035E+00
  22.136470  0.819959E+00  0.283659E+00
  22.163680  0.823384E+00  0.285233E+00
  22.190890  0.826327E+00  0.287753E+00
  22.218100  0.828354E+00  0.290774E+00
  22.245320  0.829450E+00  0.293796E+00
  22.272530  0.829775E+00  0.296501E+00
  22.299740  0.829570E+00  0.298642E+00
  22.326950  0.829225E+00  0.300117E+00
  22.354160  0.829176E+00  0.301123E+00
  22.381370  0.829675E+00  0.302287E+00
  22.408580  0.830082E+00  0.304489E+00
  22.435800  0.828917E+00  0.307369E+00
  22.463010  0.825963E+00  0.309378E+00
  22.490220  0.821988E+00  0.309886E+00
  22.517430  0.816941E+00  0.308506E+00
  22.544640  0.811814E+00  0.303242E+00
  22.571850  0.810513E+00  0.294450E+00
  22.599060  0.814027E+00  0.286355E+00
  22.626280  0.819786E+00  0.280787E+00
  22.653490  0.826186E+00  0.277285E+00
  22.680700  0.832677E+00  0.275207E+00
  22.707910  0.839166E+00  0.274093E+00
  22.735120  0.845769E+00  0.273735E+00
  22.762330  0.852619E+00  0.274137E+00
  22.789540  0.859793E+00  0.275496E+00
  22.816750  0.867116E+00  0.278100E+00
  22.843970  0.874310E+00  0.282045E+00
  22.871180  0.881188E+00  0.287504E+00
  22.898390  0.887174E+00  0.294905E+00
  22.925600  0.890896E+00  0.304108E+00
  22.952810  0.891165E+00  0.313493E+00
  22.980020  0.888626E+00  0.320662E+00
  23.007230  0.885631E+00  0.324664E+00
  23.034450  0.884160E+00  0.326520E+00
  23.061660  0.884797E+00  0.327913E+00
  23.088870  0.887194E+00  0.330205E+00
  23.116080  0.890319E+00  0.334458E+00
  23.143290  0.892488E+00  0.340476E+00
  23.170500  0.893411E+00  0.346828E+00
  23.197710  0.893981E+00  0.353389E+00
  23.224930  0.893996E+00  0.360946E+00
  23.252140  0.892290E+00  0.369345E+00
  23.279350  0.888562E+00  0.377195E+00
  23.306560  0.883868E+00  0.383756E+00
  23.333770  0.879020E+00  0.389578E+00
  23.360980  0.873686E+00  0.395272E+00
  23.388190  0.867230E+00  0.400532E+00
  23.415410  0.859839E+00  0.404394E+00
  23.442620  0.852576E+00  0.406751E+00
  23.469830  0.845836E+00  0.408238E+00
  23.497040  0.839525E+00  0.409286E+00
  23.524250  0.833418E+00  0.409979E+00
  23.551460  0.827657E+00  0.410225E+00
  23.578670  0.822474E+00  0.410451E+00
  23.605890  0.817485E+00  0.411224E+00
  23.633100  0.811918E+00  0.412632E+00
  23.660310  0.805013E+00  0.414156E+00
  23.687520  0.796588E+00  0.414656E+00
  23.714730  0.787481E+00  0.413280E+00
  23.741940  0.778618E+00  0.410121E+00
  23.769150  0.770410E+00  0.405508E+00
  23.796370  0.763138E+00  0.399689E+00
  23.823580  0.757066E+00  0.392985E+00
  23.850790  0.752329E+00  0.385838E+00
  23.878000  0.748811E+00  0.378755E+00
  23.905210  0.746029E+00  0.372087E+00
  23.932420  0.743369E+00  0.365608E+00
  23.959630  0.740796E+00  0.358596E+00
  23.986840  0.739043E+00  0.350741E+00
  24.014060  0.738717E+00  0.342589E+00
  24.041270  0.739694E+00  0.334833E+00
  24.068480  0.741565E+00  0.327731E+00
  24.095690  0.744007E+00  0.321296E+00
  24.122900  0.746789E+00  0.315381E+00
  24.150110  0.749922E+00  0.309769E+00
  24.177320  0.753605E+00  0.304436E+00
  24.204540  0.757942E+00  0.299614E+00
  24.231750  0.762769E+00  0.295544E+00
  24.258960  0.767837E+00  0.292277E+00
  24.286170  0.772936E+00  0.289733E+00
  24.313380  0.777965E+00  0.287705E+00
  24.340590  0.783077E+00  0.286061E+00
  24.367800  0.788353E+00  0.284923E+00
  24.395020  0.793738E+00  0.284306E+00
  24.422230  0.799414E+00  0.284245E+00
  24.449440  0.805441E+00  0.285259E+00
  24.476650  0.811161E+00  0.287852E+00
  24.503860  0.815536E+00  0.291678E+00
  24.531070  0.818374E+00  0.295597E+00
  24.558280  0.820360E+00  0.299185E+00
  24.585500  0.821601E+00  0.302677E+00
  24.612710  0.821665E+00  0.305551E+00
  24.639920  0.821505E+00  0.306468E+00
  24.667130  0.823568E+00  0.306350E+00
  24.694340  0.827356E+00  0.308286E+00
  24.721550  0.829915E+00  0.312477E+00
  24.748760  0.830308E+00  0.316626E+00
  24.775980  0.829904E+00  0.319341E+00
  24.803190  0.830222E+00  0.320998E+00
  24.830400  0.831689E+00  0.322925E+00
  24.857610  0.833501E+00  0.326023E+00
  24.884820  0.834661E+00  0.330231E+00
  24.912030  0.834521E+00  0.334824E+00
  24.939240  0.833283E+00  0.338799E+00
  24.966460  0.831784E+00  0.341757E+00
  24.993670  0.830830E+00  0.344015E+00
  25.020880  0.830681E+00  0.346300E+00
  25.048090  0.831152E+00  0.349196E+00
  25.075300  0.831836E+00  0.353180E+00
  25.102510  0.831878E+00  0.358412E+00
  25.129720  0.830681E+00  0.364144E+00
  25.156930  0.828474E+00  0.369802E+00
  25.184150  0.825560E+00  0.375063E+00
  25.211360  0.822676E+00  0.379940E+00
  25.238570  0.820087E+00  0.385558E+00
  25.265780  0.816484E+00  0.392474E+00
  25.292990  0.811321E+00  0.399836E+00
  25.320200  0.804501E+00  0.407944E+00
  25.347410  0.793998E+00  0.416223E+00
  25.374630  0.779847E+00  0.421197E+00
  25.401840  0.765120E+00  0.421833E+00
  25.429050  0.751262E+00  0.419134E+00
  25.456260  0.739234E+00  0.413508E+00
  25.483470  0.730262E+00  0.406361E+00
  25.510680  0.723900E+00  0.399672E+00
  25.537890  0.718737E+00  0.394057E+00
  25.565110  0.713912E+00  0.389134E+00
  25.592320  0.709323E+00  0.384455E+00
  25.619530  0.705096E+00  0.380118E+00
  25.646740  0.700771E+00  0.376502E+00
  25.673950  0.695173E+00  0.373172E+00
  25.701160  0.688106E+00  0.368008E+00
  25.728370  0.682156E+00  0.359689E+00
  25.755590  0.679721E+00  0.350298E+00
  25.782800  0.680148E+00  0.342376E+00
  25.810010  0.682080E+00  0.336799E+00
  25.837220  0.684199E+00  0.333964E+00
  25.864430  0.685098E+00  0.333592E+00
  25.891640  0.683577E+00  0.334692E+00
  25.918850  0.679365E+00  0.335503E+00
  25.946070  0.673865E+00  0.334954E+00
  25.973280  0.667857E+00  0.334318E+00
  26.000490  0.659248E+00  0.334082E+00
  26.027700  0.646608E+00  0.330894E+00
  26.054910  0.633451E+00  0.321785E+00
  26.082120  0.623180E+00  0.308651E+00
  26.109330  0.615924E+00  0.293699E+00
  26.136550  0.611020E+00  0.277667E+00
  26.163760  0.608133E+00  0.260151E+00
  26.190970  0.608937E+00  0.240371E+00
  26.218180  0.615902E+00  0.221105E+00
  26.245390  0.626962E+00  0.206111E+00
  26.272600  0.638939E+00  0.195291E+00
  26.299810  0.650740E+00  0.187408E+00
  26.327020  0.662078E+00  0.181800E+00
  26.354240  0.672679E+00  0.178055E+00
  26.381450  0.682349E+00  0.175715E+00
  26.408660  0.691060E+00  0.174402E+00
  26.435870  0.698814E+00  0.173810E+00
  26.463080  0.705662E+00  0.173656E+00
  26.490290  0.711653E+00  0.173667E+00
  26.517500  0.717085E+00  0.173415E+00
  26.544720  0.722687E+00  0.172992E+00
  26.571930  0.728528E+00  0.173166E+00
  26.599140  0.734015E+00  0.174083E+00
  26.626350  0.738944E+00  0.175413E+00
  26.653560  0.743427E+00  0.176960E+00
  26.680770  0.747609E+00  0.178744E+00
  26.707980  0.751493E+00  0.180937E+00
  26.735200  0.754855E+00  0.183684E+00
  26.762410  0.757249E+00  0.186891E+00
  26.789620  0.758389E+00  0.189866E+00
  26.816830  0.758940E+00  0.192049E+00
  26.844040  0.759319E+00  0.193738E+00
  26.871250  0.759705E+00  0.194985E+00
  26.898460  0.760293E+00  0.196172E+00
  26.925680  0.760937E+00  0.197631E+00
  26.952890  0.761205E+00  0.199720E+00
  26.980100  0.760254E+00  0.202107E+00
  27.007310  0.758035E+00  0.203805E+00
  27.034520  0.755126E+00  0.204376E+00
  27.061730  0.751922E+00  0.203758E+00
  27.088940  0.748770E+00  0.201752E+00
  27.116160  0.746484E+00  0.198405E+00
  27.143370  0.745546E+00  0.194582E+00
  27.170580  0.745564E+00  0.191015E+00
  27.197790  0.745962E+00  0.187742E+00
  27.225000  0.746669E+00  0.184480E+00
  27.252210  0.747781E+00  0.181327E+00
  27.279420  0.749179E+00  0.178369E+00
  27.306640  0.750701E+00  0.175626E+00
  27.333850  0.752119E+00  0.172940E+00
  27.361060  0.753326E+00  0.169861E+00
  27.388270  0.754812E+00  0.165600E+00
  27.415480  0.758311E+00  0.160180E+00
  27.442690  0.764668E+00  0.155823E+00
  27.469900  0.772438E+00  0.154063E+00
  27.497110  0.780145E+00  0.155045E+00
  27.524330  0.786659E+00  0.158306E+00
  27.551540  0.791199E+00  0.162996E+00
  27.578750  0.793661E+00  0.167919E+00
  27.605960  0.794798E+00  0.172429E+00
  27.633170  0.794959E+00  0.176822E+00
  27.660380  0.793791E+00  0.180933E+00
  27.687590  0.791529E+00  0.184199E+00
  27.714810  0.788437E+00  0.186659E+00
  27.742020  0.784375E+00  0.187860E+00
  27.769230  0.780169E+00  0.187095E+00
  27.796440  0.777059E+00  0.184904E+00
  27.823650  0.775032E+00  0.182478E+00
  27.850860  0.773380E+00  0.180106E+00
  27.878070  0.771800E+00  0.177444E+00
  27.905290  0.770540E+00  0.174243E+00
  27.932500  0.769793E+00  0.170722E+00
  27.959710  0.769341E+00  0.166877E+00
  27.986920  0.769518E+00  0.162215E+00
  28.014130  0.771333E+00  0.157245E+00
  28.041340  0.774497E+00  0.153289E+00
  28.068550  0.777934E+00  0.150470E+00
  28.095770  0.781327E+00  0.148294E+00
  28.122980  0.784750E+00  0.146590E+00
  28.150190  0.788199E+00  0.145378E+00
  28.177400  0.791589E+00  0.144687E+00
  28.204610  0.794744E+00  0.144539E+00
  28.231820  0.797412E+00  0.144765E+00
  28.259030  0.799542E+00  0.144982E+00
  28.286250  0.801430E+00  0.144900E+00
  28.313460  0.803441E+00  0.144567E+00
  28.340670  0.805818E+00  0.144260E+00
  28.367880  0.808452E+00  0.144407E+00
  28.395090  0.810945E+00  0.145131E+00
  28.422300  0.812956E+00  0.146239E+00
  28.449510  0.814409E+00  0.147311E+00
  28.476730  0.815652E+00  0.148083E+00
  28.503940  0.816997E+00  0.148771E+00
  28.531150  0.818339E+00  0.149648E+00
  28.558360  0.819470E+00  0.150699E+00
  28.585570  0.820313E+00  0.151779E+00
  28.612780  0.820979E+00  0.152752E+00
  28.639990  0.821631E+00  0.153733E+00
  28.667200  0.822133E+00  0.154965E+00
  28.694420  0.822075E+00  0.156340E+00
  28.721630  0.821494E+00  0.157303E+00
  28.748840  0.820872E+00  0.157818E+00
  28.776050  0.820331E+00  0.158192E+00
  28.803260  0.819628E+00  0.158544E+00
  28.830470  0.818734E+00  0.158667E+00
  28.857680  0.817714E+00  0.158604E+00
  28.884900  0.816443E+00  0.158265E+00
  28.912110  0.815011E+00  0.157372E+00
  28.939320  0.813804E+00  0.155829E+00
  28.966530  0.813122E+00  0.153931E+00
  28.993740  0.812920E+00  0.152010E+00
  29.020950  0.813023E+00  0.150216E+00
  29.048160  0.813286E+00  0.148587E+00
  29.075380  0.813523E+00  0.147116E+00
  29.102590  0.813598E+00  0.145581E+00
  29.129800  0.813691E+00  0.143755E+00
  29.157010  0.814049E+00  0.141720E+00
  29.184220  0.814708E+00  0.139665E+00
  29.211430  0.815599E+00  0.137700E+00
  29.238640  0.816630E+00  0.135879E+00
  29.265860  0.817679E+00  0.134191E+00
  29.293070  0.818686E+00  0.132521E+00
  29.320280  0.819713E+00  0.130795E+00
  29.347490  0.820783E+00  0.129016E+00
  29.374700  0.821925E+00  0.127125E+00
  29.401910  0.823252E+00  0.125131E+00
  29.429120  0.824798E+00  0.123130E+00
  29.456340  0.826551E+00  0.121172E+00
  29.483550  0.828489E+00  0.119308E+00
  29.510760  0.830569E+00  0.117565E+00
  29.537970  0.832749E+00  0.115940E+00
  29.565180  0.835002E+00  0.114402E+00
  29.592390  0.837370E+00  0.112916E+00
  29.619600  0.839894E+00  0.111548E+00
  29.646820  0.842520E+00  0.110341E+00
  29.674030  0.845226E+00  0.109279E+00
  29.701240  0.848019E+00  0.108391E+00
  29.728450  0.850841E+00  0.107712E+00
  29.755660  0.853637E+00  0.107205E+00
  29.782870  0.856412E+00  0.106836E+00
  29.810080  0.859173E+00  0.106611E+00
  29.837290  0.861896E+00  0.106553E+00
  29.864510  0.864514E+00  0.106662E+00
  29.891720  0.866945E+00  0.106841E+00
  29.918930  0.869283E+00  0.106938E+00
  29.946140  0.871671E+00  0.107009E+00
  29.973350  0.874110E+00  0.107131E+00
  30.000560  0.876599E+00  0.107335E+00
  30.027770  0.879125E+00  0.107664E+00
  30.054990  0.881656E+00  0.108162E+00
  30.082200  0.884114E+00  0.108854E+00
  30.109410  0.886417E+00  0.109708E+00
  30.136620  0.888497E+00  0.110652E+00
  30.163830  0.890328E+00  0.111545E+00
  30.191040  0.892040E+00  0.112242E+00
  30.218250  0.893829E+00  0.112792E+00
  30.245470  0.895722E+00  0.113360E+00
  30.272680  0.897629E+00  0.114004E+00
  30.299890  0.899481E+00  0.114691E+00
  30.327100  0.901285E+00  0.115338E+00
  30.354310  0.903132E+00  0.115941E+00
  30.381520  0.905038E+00  0.116571E+00
  30.408730  0.906955E+00  0.117239E+00
  30.435950  0.908899E+00  0.117899E+00
  30.463160  0.910934E+00  0.118568E+00
  30.490370  0.913083E+00  0.119318E+00
  30.517580  0.915315E+00  0.120213E+00
  30.544790  0.917568E+00  0.121274E+00
  30.572000  0.919810E+00  0.122475E+00
  30.599210  0.922061E+00  0.123804E+00
  30.626430  0.924343E+00  0.125318E+00
  30.653640  0.926590E+00  0.127083E+00
  30.680850  0.928713E+00  0.129091E+00
  30.708060  0.930681E+00  0.131299E+00
  30.735270  0.932504E+00  0.133723E+00
  30.762480  0.934110E+00  0.136451E+00
  30.789690  0.935265E+00  0.139517E+00
  30.816910  0.935672E+00  0.142657E+00
  30.844120  0.935416E+00  0.145372E+00
  30.871330  0.934899E+00  0.147489E+00
  30.898540  0.934442E+00  0.149080E+00
  30.925750  0.934283E+00  0.150380E+00
  30.952960  0.934422E+00  0.151775E+00
  30.980170  0.934514E+00  0.153498E+00
  31.007380  0.934183E+00  0.155394E+00
  31.034600  0.933334E+00  0.157119E+00
  31.061810  0.932052E+00  0.158402E+00
  31.089020  0.930589E+00  0.158983E+00
  31.116230  0.929370E+00  0.158904E+00
  31.143440  0.928563E+00  0.158493E+00
  31.170650  0.928039E+00  0.157966E+00
  31.197860  0.927603E+00  0.157291E+00
  31.225080  0.927269E+00  0.156160E+00
  31.252290  0.927581E+00  0.154521E+00
  31.279500  0.928738E+00  0.152993E+00
  31.306710  0.930333E+00  0.151902E+00
  31.333920  0.932063E+00  0.151132E+00
  31.361130  0.933894E+00  0.150515E+00
  31.388340  0.935894E+00  0.150018E+00
  31.415560  0.938065E+00  0.149682E+00
  31.442770  0.940376E+00  0.149487E+00
  31.469980  0.942895E+00  0.149414E+00
  31.497190  0.945683E+00  0.149575E+00
  31.524400  0.948664E+00  0.150100E+00
  31.551610  0.951716E+00  0.151006E+00
  31.578820  0.954792E+00  0.152280E+00
  31.606040  0.957834E+00  0.153962E+00
  31.633250  0.960713E+00  0.156063E+00
  31.660460  0.963257E+00  0.158521E+00
  31.687670  0.965275E+00  0.161033E+00
  31.714880  0.967107E+00  0.163103E+00
  31.742090  0.969424E+00  0.164933E+00
  31.769300  0.972328E+00  0.167115E+00
  31.796520  0.975616E+00  0.169985E+00
  31.823730  0.979104E+00  0.173815E+00
  31.850940  0.982440E+00  0.178949E+00
  31.878150  0.984947E+00  0.185581E+00
  31.905360  0.985756E+00  0.193469E+00
  31.932570  0.984149E+00  0.201775E+00
  31.959780  0.980110E+00  0.209335E+00
  31.987000  0.974028E+00  0.215353E+00
  32.014210  0.966512E+00  0.218931E+00
  32.041420  0.958890E+00  0.219611E+00
  32.068630  0.952372E+00  0.217967E+00
  32.095840  0.947411E+00  0.214818E+00
  32.123050  0.944167E+00  0.210829E+00
  32.150260  0.942569E+00  0.206625E+00
  32.177470  0.942362E+00  0.202622E+00
  32.204690  0.943332E+00  0.199142E+00
  32.231900  0.944947E+00  0.196525E+00
  32.259110  0.946542E+00  0.194348E+00
  32.286320  0.948422E+00  0.191868E+00
  32.313530  0.951416E+00  0.189264E+00
  32.340740  0.955668E+00  0.187434E+00
  32.367950  0.960469E+00  0.186903E+00
  32.395170  0.965231E+00  0.187370E+00
  32.422380  0.969963E+00  0.188524E+00
  32.449590  0.974744E+00  0.190370E+00
  32.476800  0.979549E+00  0.193000E+00
  32.504010  0.984277E+00  0.196578E+00
  32.531220  0.988568E+00  0.201264E+00
  32.558430  0.991914E+00  0.206806E+00
  32.585650  0.994203E+00  0.212691E+00
  32.612860  0.995553E+00  0.218494E+00
  32.640070  0.996418E+00  0.223885E+00
  32.667280  0.997426E+00  0.229053E+00
  32.694490  0.998853E+00  0.234748E+00
  32.721700  0.100019E+01  0.241729E+00
  32.748910  0.100066E+01  0.250276E+00
  32.776130  0.999057E+00  0.260490E+00
  32.803340  0.993826E+00  0.271226E+00
  32.830550  0.984618E+00  0.280021E+00
  32.857760  0.973270E+00  0.284665E+00
  32.884970  0.962509E+00  0.285319E+00
  32.912180  0.953455E+00  0.283494E+00
  32.939390  0.946091E+00  0.280217E+00
  32.966610  0.940260E+00  0.275882E+00
  32.993820  0.936074E+00  0.270590E+00
  33.021030  0.934059E+00  0.264731E+00
  33.048240  0.934406E+00  0.259288E+00
  33.075450  0.936526E+00  0.255232E+00
  33.102660  0.939460E+00  0.252726E+00
  33.129870  0.942861E+00  0.251471E+00
  33.157090  0.946654E+00  0.251605E+00
  33.184300  0.950411E+00  0.253394E+00
  33.211510  0.953422E+00  0.256919E+00
  33.238720  0.954747E+00  0.261752E+00
  33.265930  0.953850E+00  0.266655E+00
  33.293140  0.951430E+00  0.270315E+00
  33.320350  0.948699E+00  0.272625E+00
  33.347560  0.946121E+00  0.274084E+00
  33.374780  0.943748E+00  0.274908E+00
  33.401990  0.941717E+00  0.275114E+00
  33.429200  0.940424E+00  0.274746E+00
  33.456410  0.940304E+00  0.274458E+00
  33.483620  0.940949E+00  0.275058E+00
  33.510830  0.941725E+00  0.276631E+00
  33.538040  0.942304E+00  0.279194E+00
  33.565260  0.942156E+00  0.282690E+00
  33.592470  0.940884E+00  0.286691E+00
  33.619680  0.938325E+00  0.290811E+00
  33.646890  0.934180E+00  0.294460E+00
  33.674100  0.928894E+00  0.296515E+00
  33.701310  0.923753E+00  0.296907E+00
  33.728520  0.919237E+00  0.296451E+00
  33.755740  0.914886E+00  0.295594E+00
  33.782950  0.910558E+00  0.293784E+00
  33.810160  0.906920E+00  0.291010E+00
  33.837370  0.904101E+00  0.287714E+00
  33.864580  0.901983E+00  0.284070E+00
  33.891790  0.900425E+00  0.279966E+00
  33.919000  0.899803E+00  0.275022E+00
  33.946220  0.900986E+00  0.269582E+00
  33.973430  0.904196E+00  0.264754E+00
  34.000640  0.908671E+00  0.261311E+00
